iter	Logloss
0	0.4111196529
1	0.2520209934
2	0.1569794612
3	0.1011715716
4	0.06976153534
5	0.04969569294
6	0.03647532727
7	0.02812021106
8	0.0224628786
9	0.01869793144
10	0.01581561616
11	0.01371792923
12	0.01242768786
13	0.01119352096
14	0.01049739428
15	0.009834685052
16	0.009272802367
17	0.008848288456
18	0.008524884329
19	0.008266855871
20	0.008100054123
21	0.007923254267
22	0.007815312878
23	0.007663292201
24	0.00758312519
25	0.007582914472
26	0.007486221239
27	0.00742174116
28	0.007374843512
29	0.007374831436
30	0.007374831436
31	0.007312706422
32	0.007248911455
33	0.00721846444
34	0.007218406111
35	0.007218239115
36	0.007218172436
37	0.00721809103
38	0.00721809103
39	0.007218036021
40	0.007217988621
41	0.007217889123
42	0.007191370059
43	0.007191370059
44	0.007191370059
45	0.007191370059
46	0.007191356629
47	0.007134805762
48	0.007109630989
49	0.007109505111
50	0.007109473666
51	0.007109422864
52	0.007109422864
53	0.007109422864
54	0.007109401013
55	0.00710927536
56	0.007109267973
57	0.007095190103
58	0.007095190103
59	0.007095139158
60	0.007095130061
61	0.007095016524
62	0.007095016524
63	0.007095001338
64	0.007094975622
65	0.007094958392
66	0.007094901336
67	0.007094890865
68	0.007094834628
69	0.007094834628
70	0.007094778418
71	0.007094672716
72	0.007094672716
73	0.007094672716
74	0.007094672716
75	0.007094672716
76	0.00709466575
77	0.007094637685
78	0.007094589859
79	0.007094589859
80	0.00709455366
81	0.00709440691
82	0.007094368238
83	0.00709422949
84	0.00709422949
85	0.00709422949
86	0.00709422949
87	0.00709422949
88	0.00709422949
89	0.00709422949
90	0.007094191712
91	0.007094063656
92	0.007094036786
93	0.007093997234
94	0.007093840946
95	0.007093719567
96	0.00709367758
97	0.00709367758
98	0.007093645534
99	0.007093549413
100	0.007093549413
101	0.007093524534
102	0.007093516598
103	0.007093516598
104	0.007093510223
105	0.007093412509
106	0.007093356668
107	0.007093300898
108	0.007093251935
109	0.007093148814
110	0.007093093086
111	0.007092977281
112	0.00709292417
113	0.007092905068
114	0.007092866803
115	0.007092805678
116	0.007092782008
117	0.007092767557
118	0.007092715614
119	0.00709268522
120	0.007092669914
121	0.007092416146
122	0.007092264737
123	0.007092234865
124	0.007092234865
125	0.007092171528
126	0.007092141672
127	0.007092120006
128	0.007092104761
129	0.007092041588
130	0.007091919247
131	0.00709185959
132	0.007091799011
133	0.007091675401
134	0.007091615157
135	0.007091615157
136	0.007091615157
137	0.007091615157
138	0.007091615157
139	0.007091615157
140	0.007091615157
141	0.007091615157
142	0.007091615157
143	0.007091615157
144	0.007091615157
145	0.007091615157
146	0.007091577401
147	0.007091547294
148	0.007091532169
149	0.007091409516
150	0.007091409516
151	0.007091348213
152	0.007091348213
153	0.007091348213
154	0.007091348213
155	0.007091348213
156	0.007091348213
157	0.007091348213
158	0.007091348213
159	0.007091348213
160	0.007091229129
161	0.007091198497
162	0.007091168264
163	0.007091168264
164	0.007091168264
165	0.007091168264
166	0.007091168264
167	0.007091168264
168	0.007091168264
169	0.007091168264
170	0.007091168264
171	0.007091168264
172	0.007091168264
173	0.007091168264
174	0.007091168264
175	0.007091168264
176	0.007091168264
177	0.007091168264
178	0.007091168264
179	0.007091168264
180	0.007091168264
181	0.007091168264
182	0.007091168264
183	0.007091168264
184	0.007091168264
185	0.007091168264
186	0.007091168264
187	0.007091168264
188	0.007091168264
189	0.007091168264
190	0.007091168264
191	0.007091168264
192	0.007091168264
193	0.007091168264
194	0.007091168264
195	0.007091168264
196	0.007091168264
197	0.007091168264
198	0.007091168264
199	0.007091168264
200	0.007091168264
201	0.007091168264
202	0.007091168264
203	0.007091168264
204	0.007091168264
205	0.007091168264
206	0.007091168264
207	0.007091168264
208	0.007091168264
209	0.007091168264
210	0.007091168264
211	0.007091168264
212	0.007091168264
213	0.007091168264
214	0.007091168264
215	0.007091168264
216	0.007091168264
217	0.007091168264
218	0.007091168264
219	0.007091168264
220	0.007091168264
221	0.007091168264
222	0.007091168264
223	0.007091168264
224	0.007091168264
225	0.007091168264
226	0.007091168264
227	0.007091168264
228	0.007091168264
229	0.007091168264
230	0.007091168264
231	0.007091168264
232	0.007091168264
233	0.007091168264
234	0.007091168264
235	0.007091168264
236	0.007091168264
237	0.007091168264
238	0.007091168264
239	0.007091168264
240	0.007091168264
241	0.007091168264
242	0.007091168264
243	0.007091168264
244	0.007091168264
245	0.007091168264
246	0.007091168264
247	0.007091168264
248	0.007091168264
249	0.007091168264
250	0.007091168264
251	0.007091168264
252	0.007091168264
253	0.007091168264
254	0.007091168264
255	0.007091168264
256	0.007091168264
257	0.007091168264
258	0.007091168264
259	0.007091168264
260	0.007091168264
261	0.007091168264
262	0.007091168264
263	0.007091168264
264	0.007091168264
265	0.007091168264
266	0.007091168264
267	0.007091168264
268	0.007091168264
269	0.007091168264
270	0.007091168264
271	0.007091168264
272	0.007091168264
273	0.007091168264
274	0.007091168264
275	0.007091168264
276	0.007091168264
277	0.007091168264
278	0.007091168264
279	0.007091168264
280	0.007091168264
281	0.007091168264
282	0.007091168264
283	0.007091168264
284	0.007091168264
285	0.007091168264
286	0.007091168264
287	0.007091168264
288	0.007091168264
289	0.007091168264
290	0.007091168264
291	0.007091168264
292	0.007091168264
293	0.007091168264
294	0.007091168264
295	0.007091168264
296	0.007091168264
297	0.007091168264
298	0.007091168264
299	0.007091168264
